Barcode,"Last, First" 
1SJF61,"Magnolia, ElephantSeal"
1SJFF9,"BlueViolet, Magpie"
1SJFGW,"ElectricGreen, JackRussel"
1SJKES,"Sepia, CloudedLeopard"
1SJPI7,"DarkSlateGray, Ermine"
1SJQEL,"Gainsboro, Albatross"
1SJV6B,"DarkSpringGreen, SnowyOwl"
1SJX4S,"PaleGreen, CavalierKingCharlesSpaniel"
1SK1WS,"PersianOrange, Manatee"
1SK4G3,"Cordovan, FoxTerrier"
1SK5GG,"Apricot, AfricanForestElephant"
1SK6ZJ,"Ginger, AfricanElephant"
1SK8K9,"DesertSand, Emu"
1SKBYV,"Lumber, DuckbillPlatypus"
1SKEUQ,"Cerise, GrayReefShark"
1SKFDN,"IndigoDye, Wildebeest"
1SKJ62,"SpanishGray, Tiffany"
1SKNBE,"ElectricLime, RedhandedTamarin"
1SKQN9,"Bittersweet, HarpSeal"
1SKVP5,"BrandeisBlue, Barnacle"
1SKZMJ,"Bone, AsianPalmCivet"
1SL0YR,"PaleLavender, Penguin"
1SL2G2,"TropicalRainForest, HarpSeal"
1SL2WK,"MountainMeadow, Baboon"
1SL49L,"LightCobaltBlue, Muskrat"
1SL5L4,"Carnelian, Walrus"
1SL79I,"AmaranthPurple, Skunk"
1SL97W,"SeaGreen, Antelope"
1SL9UN,"RubineRed, BengalTiger"
1SLA6F,"BleuDeFrance, WhiteFacedCapuchin"
1SLFWD,"RoyalFuchsia, AmericanBulldog"
1SLHTN,"Malachite, HerculesBeetle"
1SLL3M,"SuperPink, Ray"
1SLMRD,"ElectricCyan, Starfish"
1SLO9P,"CedarChest, PiedTamarin"
1SLOWU,"UABlue, Chihuahua"
1SLPL5,"BrilliantAzure, Frog"
1SLPRY,"LiseranPurple, GreenlandDog"
1SLW4I,"QuickSilver, PufferFish"
1SLW5C,"PiggyPink, PilotWhale"
1SLX1N,"SandyTaupe, SeaDragon"
1SLYGZ,"SatinSheenGold, Booby"
1SM3TG,"PaleTaupe, Zorse"
1SM4NU,"TealDeer, AnatolianShepherdDog"
1SM94J,"Russet, SeaSlug"
1SMA54,"PastelPurple, Barb"
1SMAT0,"DeepTuscanRed, Yak"
1SMC48,"Blush, Drever"
1SMDNH,"AntiqueWhite, MorayEel"
1SMEKB,"Inchworm, Przewalski'sWildhorse"
1SMJ10,"LightCornflowerBlue, AfricanForestElephant"
1SMJ36,"Jet, Lionfish"
1SMKZO,"LightGreen, Guppy"
1SMLYU,"LightSalmon, AmericanEskimoDog"
1SMM29,"PullmanGreen, Cuscus"
1SMNSP,"LightPastelPurple, SnowMonkey"
1SMPFU,"FrenchPuce, SlothBear"
1SMQXO,"Iris, RedWolf"
1SMRU0,"CrimsonRed, LeopardCat"
1SN0BB,"SpicyMix, Oyster"
1SN1UQ,"Sandstorm, AmericanBulldog"
1SN3L4,"Russet, PoolFrog"
1SN55H,"PinkSherbet, Mandrill"
1SN6G8,"PastelPurple, GreenPoisonDartFrog"
1SN9X1,"RossoCorsa, Kookaburra"
1SNJLR,"FandangoPink, AsianElephant"
1SNKQK,"TickleMePink, FinWhale"
1SNM20,"MediumCarmine, CurlyCoatedRetriever"
1SNOZY,"Carnelian, Gazelle"
1SNSCH,"Burlywood, EmperorTamarin"
1SNTJX,"Fulvous, GreatWhiteShark"
1SNV35,"MediumRuby, AppenzellerDog"
1SNWN4,"CocoaBrown, Tang"
1SNWYG,"RedSalsa, Hamster"
1SNY3F,"PeachOrange, BumbleBee"
1SO2ZB,"Gunmetal, Skunk"
1SO3A9,"Sangria, Porcupine"
1SO7IM,"AmaranthPurple, HorseshoeCrab"
1SO982,"SpringGreen, Centipede"
1SOA2P,"DarkTerraCotta, Ferret"
1SOBPP,"Coral, LoggerheadTurtles"
1SOC6L,"PsychedelicPurple, TigerShark"
1SODEO,"BrandeisBlue, FinWhale"
1SOGRY,"Iceberg, SeiWhale"
1SOHYI,"BrightTurquoise, MountainGorilla"
1SOIO0,"BistreBrown, TreeFrog"
1SOOIH,"BrinkPink, KillerWhale"
1SORZD,"DarkBrown, Mayfly"
1SOSCE,"FrenchMauve, Warthog"
1SOWRQ,"FluorescentPink, Tapir"
1SOXS1,"NewYorkPink, DesertTortoise"
1SP036,"FrenchLilac, Coyote"
1SP70G,"PaleMagentaPink, GiantPanda"
1SPFNK,"MediumSlateBlue, FinnishSpitz"
1SPGKG,"ScreaminGreen, RadiatedTortoise"
1SPJ5N,"DeepLemon, AfricanBushElephant"
1SPKCJ,"DarkSpringGreen, RaccoonDog"
1SPKMR,"Rosewood, SnowMonkey"
1SPNIN,"PhthaloBlue, Weasel"
1SPNWR,"RuddyBrown, Booby"
1SPPLD,"PaleBrown, StickInsect"
1SPSCF,"Mahogany, GoldenRetriever"
1SPUWT,"AuroMetalSaurus, Bear"
1SPXB6,"BigFootFeet, StarNosedMole"
1SPXJD,"AntiqueBrass, Snowshoe"
1SQ1OQ,"DarkLava, RightWhale"
1SQ2B9,"FrenchFuchsia, Molly"
1SQ6NT,"Champagne, ProboscisMonkey"
1SQ80F,"RoyalYellow, Coyote"
1SQCCH,"LavenderBlue, VampireBat"
1SQCSH,"Grullo, Puma"
1SQCUE,"AntiFlashWhite, FireBelliedToad"
1SQDNM,"Flirt, Barracuda"
1SQESH,"AliceBlue, Hyrax"
1SQFGW,"Frostbite, Whale"
1SQKFS,"HanBlue, BlackRhino"
1SQM11,"Feldspar, MiniatureDonkey"
1SQPF4,"Diamond, Cuscus"
1SQS2U,"DarkPastelBlue, RedPanda"
1SQUUZ,"EnglishRed, Chinchilla"
1SQVHX,"Eggshell, Skunk"
1SQVWI,"Lenurple, Markhor"
1SQW7D,"FerrariRed, Scorpion"
1SR72C,"LightPastelPurple, Mongoose"
1SR90O,"CherryBlossomPink, BumbleBee"
1SR97D,"RuddyPink, HarborPorpoise"
1SRAAJ,"Tomato, Hare"
1SRCI6,"OldBurgundy, Barracuda"
1SRDJ5,"FashionFuchsia, Takin"
1SREYX,"Straw, Ibis"
1SRLYS,"MediumRedViolet, Beaver"
1SRNWP,"Coffee, AfricanTreeToad"
1SRQJ1,"RoseQuartz, IndianPalmSquirrel"
1SRWTA,"Eminence, Barracuda"
1SRXOY,"DeepTaupe, Seahorse"
1SRY35,"HanPurple, BactrianCamel"
1SRYFE,"AmaranthDeepPurple, BullTerrier"
1SS3OZ,"Stormcloud, GlowWorm"
1SS3YS,"PersianGreen, Risso'sDolphin"
1SS4HC,"Rackley, Tang"
1SS4VA,"ResolutionBlue, FloridaPanther"
1SS6CS,"FrenchRose, TigerSalamander"
1SSBN7,"PolishedPine, RoseateSpoonbill"
1SSE7G,"SpringBud, TasmanianDevil"
1SSEU9,"LemonMeringue, Cockroach"
1SSH4M,"Livid, SeaSlug"
1SSJA5,"Manatee, Centipede"
1SSOJ3,"DeepSpringBud, Skink"
1SSTUC,"OldBurgundy, NorfolkTerrier"
1SSUVJ,"DeepSpringBud, Olm"
1SSZ5V,"AbsoluteZero, Crocodile"
1SSZRK,"CedarChest, Camel"
1ST16H,"SalmonPink, BirdsOfParadise"
1STA55,"BabyBlueEyes, AfricanBushElephant"
1STC45,"DarkByzantium, Abyssinian"
1STDZH,"FireEngineRed, Barb"
1STFEK,"EarthYellow, Quail"
1STFX6,"PastelBrown, BlackRhino"
1STH2H,"CornellRed, AsianElephant"
1STH4V,"ArmyGreen, JapaneseChin"
1STICN,"MetalPink, PrairieDog"
1STOOW,"AlizarinCrimson, Snowshoe"
1STPGL,"HarvardCrimson, Grasshopper"
1SU1FK,"Jade, BlueShark"
1SU2WS,"DodgerBlue, RiverDolphin"
1SU3KI,"Belgion, Gorilla"
1SU6V5,"AtomicTangerine, AppenzellerDog"
1SU9IR,"Snow, AfricanTreePangolin"
1SU9SQ,"DarkPastelBlue, RightWhale"
1SUIUC,"DarkYellow, CommonBuzzard"
1SUKHW,"CeruleanFrost, BirdsOfParadise"
1SUL4K,"Catawba, BoykinSpaniel"
1SULMZ,"FrenchBistre, Javanese"
1SUPI7,"CopperPenny, Gorilla"
1SUSTT,"BrownNose, HarborPorpoise"
1SUYHR,"PastelViolet, Fox"
1SUZKU,"DarkPastelRed, Wolf"
1SV1MD,"CyanCobaltBlue, HowlerMonkey"
1SV20N,"CopperRose, ArcticHare"
1SV664,"DeepMossGreen, BostonTerrier"
1SV8M2,"Ebony, HornShark"
1SVAMT,"Indigo, SnowHare"
1SVCI7,"PaleGold, KomodoDragon"
1SVDLX,"OrangePeel, BeardedDragon"
1SVGBX,"CosmicLatte, KingPenguin"
1SVHB8,"Chamoisee, Lama"
1SVHGT,"Cerise, ZebraShark"
1SVJOM,"Auburn, Coyote"
1SVL5M,"Navy, Baboon"
1SVMVA,"SizzlingSunrise, GrayFox"
1SVWFL,"NonPhotoBlue, Chinook"
1SVZDL,"RichElectricBlue, IndianStarTortoise"
1SW4YN,"Nyanza, Bandicoot"
1SW73I,"Ebony, Turtle"
1SW9HV,"Asparagus, AmericanFoxhound"
1SWDQZ,"LemonYellow, FlyingSquirrel"
1SWFWZ,"SeaBlue, RadiatedTortoise"
1SWGSN,"MummysTomb, GreenSeaTurtle"
1SWHTU,"FerrariRed, ChinstrapPenguin"
1SWJIL,"SizzlingSunrise, AsianGiantHornet"
1SWLX6,"DeepRuby, BumbleBee"
1SWM1R,"Amaranth, MaineCoon"
1SWOIL,"DarkLiver, MegamouthShark"
1SWOM3,"BostonUniversityRed, Hedgehog"
1SWP9W,"LittleBoyBlue, Pug"
1SWPO1,"Independence, LabradorRetriever"
1SWPQK,"Lumber, SlenderLoris"
1SWRJ7,"QuinacridoneMagenta, BottleNosedDolphin"
1SWSME,"HotMagenta, Coati"
1SWSZP,"SatinSheenGold, Sparrow"
1SWTED,"Nickel, Fossa"
1SWXUW,"DeepCarmine, Alligator"
1SX0T8,"TuftsBlue, Bear"
1SX485,"Navy, StellarSeaLion"
1SX4PR,"Brass, Balinese"
1SX7JB,"PaleMagentaPink, SeiWhale"
1SXAR6,"LavenderRose, Liger"
1SXCGM,"MediumVermilion, Gorilla"
1SXJE8,"FrenchBistre, SnowMonkey"
1SXLEA,"Peru, AldabraGiantTortoise"
1SXWV3,"CambridgeBlue, Manatee"
1SXYBL,"Flame, TibetanMastiff"
1SXYWI,"UCLABlue, Catfish"
1SY083,"DarkRaspberry, ChowChow"
1SY0GU,"BlueGreen, Numbat"
1SY3MD,"Kobi, Flounder"
1SY3QM,"Amber, CommonBuzzard"
1SY9HX,"CongoPink, DogoArgentino"
1SYAR9,"Chamoisee, Panda"
1SYET0,"Aero, AsianGiantHornet"
1SYG4Y,"SlateGray, Nutria"
1SYGRT,"BananaYellow, LeastWeasel"
1SYKVQ,"ItalianSkyBlue, WildBoar"
1SYKYF,"CadetBlue, Nyala"
1SYLXH,"PullmanGreen, Akbash"
1SYNE0,"DeepMossGreen, Birman"
1SYNYH,"MediumTuscanRed, Tapir"
1SYOB2,"MaximumBlue, Pademelon"
1SYP33,"CedarChest, Armadillo"
1SYPH1,"Pineapple, GrayWhale"
1SYPX0,"RaisinBlack, ChesapeakeBayRetriever"
1SYQQ4,"Peach, BirdsOfParadise"
1SYQSF,"BananaMania, FrenchBulldog"
1SYTWY,"FrenchBlue, HornShark"
1SYVA5,"PortlandOrange, Piranha"
1SYVR1,"LightThulianPink, Koala"
1SYYFX,"Beige, Birman"
1SZ2C8,"Indigo, Tuatara"
1SZ2H5,"MetallicSeaweed, CollaredPeccary"
1SZ4WM,"EgyptianBlue, GreenBeeEater"
1SZ5CX,"MexicanPink, Sparrow"
1SZ6OE,"BrilliantRose, Jellyfish"
1SZ7PM,"RoyalPurple, Camel"
1SZA2I,"LemonLime, RoseateSpoonbill"
1SZA4Z,"DeepRed, Dog"
1SZF2U,"LavenderMagenta, Mole"
1SZH1W,"Celeste, Magpie"
1SZH78,"PapayaWhip, FishingCat"
1SZIHE,"Aquamarine, Insect"
1SZKIE,"ElectricCrimson, Mule"
1SZMR6,"Cerulean, BottlenoseDolphin"
1SZMW8,"Ceil, Ostrich"
1SZO26,"TurquoiseGreen, Koala"
1SZTVH,"DarkPastelGreen, BigHornedSheep"
1SZVH1,"ThulianPink, WhiteTiger"
1SZWH3,"MayaBlue, GuineaPig"
1SZXEK,"HeliotropeMagenta, BottlenoseWhale"
1SZZGD,"PacificBlue, Ox"
1T01F0,"Firebrick, Drever"
1T01N3,"SonicSilver, Nautilus"
1T02EN,"Marigold, SpectacledBear"
1T02FJ,"RichMaroon, BangleTiger"
1T02L5,"PearlAqua, FishingCat"
1T03SB,"SunsetOrange, DeutscheBracke"
1T0AR3,"PaleAqua, Nautilus"
1T0B61,"Fawn, Aardvark"
1T0C2S,"Rajah, Caiman"
1T0EQ2,"AntiqueFuchsia, Okapi"
1T0IG8,"LincolnGreen, Tetra"
1T0LNR,"DeepJungleGreen, Macaw"
1T0LNX,"FrenchPuce, YellowBelliedMarmot"
1T0MSV,"GenericViridian, ClumberSpaniel"
1T0NPS,"MediumRedViolet, AldabraGiantTortoise"
1T0QEJ,"BananaYellow, ElephantSeal"
1T0XG6,"Bistre, RiverDolphin"
1T11VL,"ArmyGreen, Bloodhound"
1T11WK,"PaleCerulean, Buffalo"
1T1IR5,"DarkGoldenrod, AfricanForestElephant"
1T1M8H,"CamouflageGreen, FireBelliedToad"
1T1N84,"BananaMania, Bandicoot"
1T1OZ9,"Tomato, CurlyCoatedRetriever"
1T1SA7,"Ecru, LeopardShark"
1T1XV2,"Emerald, Bullfrog"
1T1YJA,"PaleCornflowerBlue, SpadefootToad"
1T1ZCA,"Ruddy, Moose"
1T23RT,"Popstar, Scorpion"
1T2480,"Nyanza, WhiteFacedCapuchin"
1T24CY,"DeepCoffee, FoxTerrier"
1T25XC,"CGRed, Javanese"
1T2APR,"BistreBrown, Potto"
1T2I5X,"Iris, Bombay"
1T2NIP,"Peridot, Siamese"
1T2QVH,"Seashell, Wombat"
1T2TO1,"CinnamonSatin, Insect"
1T2TV0,"Lion, JapaneseMacaque"
1T315R,"DarkSpringGreen, BlueWhale"
1T34JG,"HarlequinGreen, Mantis"
1T3A10,"PersianBlue, Pekingese"
1T3E0D,"TangoPink, AfricanClawedFrog"
1T3FRF,"RichLilac, GalapagosLandIguana"
1T3GRK,"PastelGreen, AinuDog"
1T3J3U,"DeepSkyBlue, Degus"
1T3LKZ,"DeepPuce, MarineToad"
1T3OLW,"PersianIndigo, BoxerDog"
1T3R12,"Apricot, Himalayan"
1T3T6B,"DarkMossGreen, Pheasant"
1T3WGT,"Catawba, Cuscus"
1T47Y9,"RedBrown, Kudu"
1T4929,"DarkLava, GalapagosShark"
1T49KD,"HotMagenta, Barb"
1T49M0,"ModeBeige, Tortoise"
1T4A0O,"LightBlue, Oyster"
1T4ABE,"Glitter, SpermWhale"
1T4DMW,"HansaYellow, AfricanBushElephant"
1T4E0R,"LightSeaGreen, PotbelliedPig"
1T4E1L,"RoseVale, ProboscisMonkey"
1T4G3A,"AntiFlashWhite, AlpineDachsbracke"
1T4IU3,"PaleSpringBud, CeskyFousek"
1T4MSA,"CopperRed, SeaOtter"
1T4NT0,"BabyBlue, BorderCollie"
1T4P16,"Flax, Baboon"
1T4U0S,"MetalPink, Olm"
1T4U4Y,"DavysGrey, Coati"
1T4UX0,"SelectiveYellow, Elephant"
1T4VQ5,"DarkBlue, Monkey"
1T4W7M,"TuscanRed, WhiteBeakedDolphin"
1T4WC4,"BoogerBuster, AfghanHound"
1T4WNM,"MidnightGreen, Alligator"
1T504G,"MetalPink, CrabEatingMacaque"
1T51KD,"BlanchedAlmond, Tortoise"
1T561B,"PaleLavender, Mouse"
1T579N,"BarnRed, LeafTailedGecko"
1T57MD,"AntiqueBrass, Quail"
1T57N9,"Snow, Uguisu"
1T5AHM,"ShamrockGreen, SlowWorm"
1T5ES4,"AmaranthPurple, BelugaWhale"
1T5FW2,"NeonCarrot, Lemming"
1T5JYR,"TurquoiseGreen, SilkyShark"
1T5KIF,"Ivory, GrayReefShark"
1T5N6V,"DeepCerise, Antelope"
1T5PG0,"BarbiePink, Ragdoll"
1T5Q8J,"BrilliantAzure, GreenSeaTurtle"
1T5QI9,"AztecGold, Iguanodon"
1T5TXE,"TurquoiseGreen, EpagneulPontAudemer"
1T61ZF,"PinkLavender, BasenjiDog"
1T66NY,"Stizza, Dingo"
1T67XP,"MaximumBlue, Frigatebird"
1T687K,"LightYellow, DeutscheBracke"
1T6H8M,"EnglishViolet, CommonDolphin"
1T6KA1,"Corn, Magpie"
1T6LFZ,"OrangePeel, RingedSeal"
1T6MJ5,"BrilliantLavender, Lama"
1T6OEX,"CrimsonRed, Penguin"
1T6RN4,"Prune, MonkSeal"
1T6S3Y,"DeepTuscanRed, RedPanda"
1T6SJQ,"LightFuchsiaPink, Lemur"
1T6SW0,"MediumLavenderMagenta, Peacock"
1T6TWA,"CameoPink, DoorMouse"
1T6U2B,"Firebrick, YellowEyedPenguin"
1T6YYM,"RoseBonbon, AustralianKelpieDog"
1T6ZPE,"CopperRose, Mollusk"
1T71PH,"CottonCandy, BengalTiger"
1T75E4,"OrangeRed, Gerbil"
1T7634,"PinkOrange, Vicuna"
1T7A0Y,"Rose, Leopard"
1T7BLT,"GreenLizard, GilaMonster"
1T7D76,"HeliotropeGray, Chipmunk"
1T7DJS,"DarkPurple, Drever"
1T7DQH,"Byzantium, Chameleon"
1T7EBX,"GoldenBrown, Prawn"
1T7KT1,"HollywoodCerise, ArabianHorse"
1T7N4O,"Corn, AfricanForestElephant"
1T7QQY,"Honeydew, Hamster"
1T7S3J,"Mandarin, PondSkater"
1T7WJZ,"Licorice, NakedMoleRat"
1T7XPY,"CedarChest, ScorpionFish"
1T7Y9M,"BrilliantRose, Gorilla"
1T7ZQR,"CeruleanBlue, FrenchBulldog"
1T83SV,"DarkOrange, BassetHound"
1T84WG,"UPMaroon, Greyhound"
1T86H2,"Taupe, GoldenRetriever"
1T86JS,"AlienArmpit, PinkFairyArmadillo"
1T88BV,"CeladonBlue, BorderCollie"
1T89IV,"RazzmicBerry, Bloodhound"
1T8ABS,"PolishedPine, Wrasse"
1T8AOW,"BitterLemon, ChineseCrestedDog"
1T8MNX,"BabyBlue, PondSkater"
1T8NF9,"PhthaloBlue, Ostrich"
1T8OYN,"Flame, Zebu"
1T8UPQ,"Carnelian, Skunk"
1T8VNT,"RaspberryRose, Lion"
1T8YS3,"QuinacridoneMagenta, Bombay"
1T8ZOS,"AztecGold, Penguin"
1T94RK,"BottleGreen, SpinyDogfish"
1T99YB,"DeepCoffee, GuineaPig"
1T9BKN,"Cadet, Harrier"
1T9DEA,"SteelPink, Ladybird"
1T9FV4,"ShinyShamrock, DuckbillPlatypus"
1T9GFF,"RubineRed, DogoArgentino"
1T9N0G,"AntiFlashWhite, Siamese"
1T9Q3Y,"RocketMetallic, PilotWhale"
1T9T3T,"Dirt, Rabbit"
1T9VM5,"Linen, KingPenguin"
1T9W8F,"TigersEye, Ferret"
1T9WXL,"RichElectricBlue, Tiffany"
1T9XH6,"SlateBlue, AsianElephant"
1T9XW5,"RichLavender, SilverDollar"
1T9YA5,"Amaranth, MacaroniPenguin"
1T9ZK7,"CeladonGreen, AfricanPalmCivet"
1TA00L,"LightGreen, DuskyShark"
1TA11K,"ElectricYellow, GrizzlyBear"
1TA1RS,"CarrotOrange, Buffalo"
1TA3OR,"TropicalRainForest, SlenderLoris"
1TA4OM,"DarkOrange, BactrianCamel"
1TA5AC,"PewterBlue, Goose"
1TA6DN,"ArcticLime, RedFox"
1TA745,"Fallow, Tarsier"
1TA7SM,"LimeGreen, CanaanDog"
1TA9BJ,"CottonCandy, MagellanicPenguin"
1TA9MT,"CharmPink, ChinstrapPenguin"
1TAA7N,"CosmicLatte, Axolotl"
1TAFMO,"BlueGray, Snail"
1TAGMX,"DingyDungeon, GiantSchnauzer"
1TAI62,"OldRose, Rat"
1TAN9G,"SmashedPumpkin, MagellanicPenguin"
1TAQY6,"LightYellow, SpiderMonkey"
1TARYB,"Icterine, SandLizard"
1TAS15,"Smitten, Gerbil"
1TAT1O,"Feldspar, MarbledSalamander"
1TAUTN,"Telemagenta, Caribou"
1TAZM1,"Olive, Zebra"
1TB0VT,"PurplePizzazz, BurrowingFrog"
1TB1BX,"MediumSpringGreen, SomaliWildAss"
1TB43U,"AcidGreen, ReefShark"
1TB6BO,"ElectricLime, Crab"
1TB7DM,"Sangria, Moth"
1TBJ9T,"AuroMetalSaurus, EntlebucherMountainDog"
1TBKP8,"TeaRose, Centipede"
1TBMO6,"TurquoiseGreen, ProboscisMonkey"
1TBN6F,"DutchWhite, AustralianShepherd"
1TBOVS,"ChromeYellow, SandbarShark"
1TBUBX,"DarkBrown, Gopher"
1TBV1L,"EnglishLavender, Crustacean"
1TBWVS,"Bone, Leopard"
1TBY7H,"Deer, Barnacle"
1TBY8Q,"PersianRose, FoxTerrier"
1TBYWY,"Bronze, Fox"
1TC2KA,"NavajoWhite, Cougar"
1TC468,"CambridgeBlue, Iguana"
1TC4B0,"Glitter, EnglishSpringerSpaniel"
1TC4OR,"Ivory, AinuDog"
1TC8MO,"Tumbleweed, Cattle"
1TC9GS,"ParisGreen, Flounder"
1TC9US,"DeepChestnut, Zorse"
1TCBWU,"SkyMagenta, LongEaredOwl"
1TCDAC,"ArcticLime, BluetickCoonhound"
1TCF2N,"Flirt, MonitorLizard"
1TCGFF,"USCGold, FireBelliedToad"
1TCI0X,"MediumCarmine, FlatCoatRetriever"
1TCMKP,"Mandarin, DuskyDolphin"
1TCPQP,"PaleCerulean, NurseShark"
1TCRWC,"RazzmicBerry, MarshFrog"
1TCS0B,"Auburn, HarborPorpoise"
1TCTFV,"Ming, MakoShark"
1TCUVC,"BangladeshGreen, SquirrelMonkey"
1TCUXV,"RustyRed, SomaliWildAss"
1TCWET,"PakistanGreen, Mongoose"
1TCXA1,"CottonCandy, AmericanCockerSpaniel"
1TCYJF,"Tuscan, WaterBuffalo"
1TCZCJ,"GreenYellow, FloridaPanther"
1TD089,"PictonBlue, Groundhog"
1TD4YL,"CornellRed, MarbledSalamander"
1TD5K4,"MidnightGreen, Reindeer"
1TD7QK,"KellyGreen, Lancelet"
1TD9BE,"Byzantium, Muskox"
1TDAIP,"Boysenberry, HairyNosedWombat"
1TDAS1,"HeatWave, Salamander"
1TDBSU,"Buff, GiantAnteater"
1TDC5H,"LightPastelPurple, Puffin"
1TDHV3,"Ruddy, BarnOwl"
1TDIFR,"LightSeaGreen, SiberianHusky"
1TDIJF,"BlueLagoon, PinkFairyArmadillo"
1TDIOS,"PhthaloGreen, Crocodile"
1TDK4Y,"LightBrilliantRed, SabreToothedTiger"
1TDPBC,"Plum, Dormouse"
1TDPG8,"NonPhotoBlue, Pig"
1TDR4K,"PaleBlue, BlueShark"
1TDWIV,"LightSalmon, ChinstrapPenguin"
1TE4I1,"DarkTerraCotta, Beetle"
1TE4Z1,"DarkSpringGreen, Crab"
1TE7ZV,"Mauvelous, Heron"
1TED9U,"Stizza, Mink"
1TEETL,"BlueMagentaViolet, GlowWorm"
1TEF97,"SilverLakeBlue, Cheetah"
1TEFRC,"PrussianBlue, YorkshireTerrier"
1TEHTS,"CaputMortuum, Ocelot"
1TEIKX,"JapaneseViolet, PatasMonkey"
1TEQPR,"RoseEbony, BerneseMountainDog"
1TEQUD,"CyberGrape, Mongrel"
1TEQZ0,"DarkTan, Burmese"
1TERAB,"MediumLavenderMagenta, Porpoise"
1TEU9R,"Desert, SnappingTurtle"
1TEVQ4,"Olive, Chipmunk"
1TEX6N,"Flavescent, DwarfCrocodile"
1TEYVJ,"NavajoWhite, DeutscheBracke"
1TF0Q7,"SealBrown, FlyingFox"
1TF50Q,"DarkPurple, GeoffroysTamarin"
1TF6Y1,"OrangePeel, AustralianMist"
1TF8BV,"BananaYellow, DobermanPinscher"
1TFET1,"Ivory, AmericanBulldog"
1TFIGW,"HeartGold, AppenzellerDog"
1TFJ57,"Jet, SeaDragon"
1TFJB3,"Ginger, MaskedPalmCivet"
1TFJWR,"ElectricCyan, WesternGorilla"
1TFPPP,"Copper, BottlenoseDolphin"
1TFQHF,"OutrageousOrange, MinkeWhale"
1TFQW7,"RoastCoffee, Coati"
1TFU36,"SizzlingRed, BarnOwl"
1TFVOI,"CadmiumRed, DogueDeBordeaux"
1TFVTJ,"Phlox, RedKangaroo"
1TG534,"CobaltBlue, TasmanianDevil"
1TG6RC,"ShimmeringBlush, BorderTerrier"
1TG88F,"PearlyPurple, Numbat"
1TG8O2,"Bisque, Gar"
1TGB8B,"MoonstoneBlue, Sheep"
1TGELP,"EarthYellow, PinkFairyArmadillo"
1TGENC,"DeepPeach, EnglishCockerSpaniel"
1TGL1Z,"AmaranthDeepPurple, LemonShark"
1TGNZ2,"MaximumYellow, PussMoth"
1TGONU,"DeepLilac, Butterfly"
1TGQPO,"BrightGreen, VervetMonkey"
1TGQX5,"Frostbite, Mink"
1TGTVA,"RawUmber, MalayanTiger"
1TGW2Q,"CadmiumYellow, GreenSeaTurtle"
1TGW5E,"Buff, Platypus"
1TGYZL,"DarkVanilla, Possum"
1TH54X,"GoldFusion, Angelfish"
1TH9YK,"TuftsBlue, Lobster"
1THA9M,"ElectricLime, Moose"
1THAWO,"LightTaupe, Peacock"
1THDY7,"OrangeSoda, RedWolf"
1THGIM,"CedarChest, Orangutan"
1THK8K,"PhthaloBlue, PondSkater"
1THO6N,"JordyBlue, Goat"
1THY5H,"Chamoisee, MantaRay"
1TI138,"Catawba, FreshWaterCrocodile"
1TI1WB,"GrayAsparagus, Bird"
1TI2DP,"DarkSlateBlue, Orangutan"
1TI5ZE,"Puce, WoollyMonkey"
1TI6QF,"LightGoldenrodYellow, SeaTurtle"
1TI9KA,"BritishRacingGreen, FoxTerrier"
1TIFV7,"Sunray, BullTerrier"
1TIJYC,"DeepMagenta, Falcon"
1TIMI0,"LightCyan, Coral"
1TIOSA,"BabyPink, Gorilla"
1TIUSW,"USCGold, Elephant"
1TJ2PU,"OgreOdor, Caterpillar"
1TJ32G,"ChinaPink, Balinese"
1TJ3UR,"PalePlum, Rottweiler"
1TJ8Y9,"DeepTuscanRed, Ferret"
1TJ9UB,"Belgion, Kakapo"
1TJAVZ,"LightBrilliantRed, Cuscus"
1TJBW6,"SeaBlue, Coyote"
1TJDET,"EerieBlack, Potto"
1TJFFQ,"BrinkPink, RingedSeal"
1TJI7T,"SasquatchSocks, Bull"
1TJMUQ,"ThulianPink, Skunk"
1TJNHY,"Olivine, Chinchilla"
1TJQAR,"BabyPink, Havanese"
1TJUOQ,"DarkLava, Goose"
1TK0HE,"BrightLilac, Kakapo"
1TK26E,"BrilliantAzure, Insect"
1TK2NY,"BallBlue, SlenderLoris"
1TK349,"MagentaHaze, Magpie"
1TK68K,"Auburn, HarpSeal"
1TK9UU,"PictorialCarmine, Wallaby"
1TKCI4,"LightMediumOrchid, MalayanCivet"
1TKDC2,"CongoPink, CeskyFousek"
1TKIPW,"GoldenPoppy, Quolls"
1TKJ1R,"DarkScarlet, GiantAfricanLandSnail"
1TKLEV,"OceanGreen, Mongrel"
1TKMFJ,"LightOrchid, Fish"
1TKO1L,"Bubbles, AmericanWaterSpaniel"
1TKP2R,"CoyoteBrown, Chinook"
1TKS0B,"IslamicGreen, SumatranOrangutan"
1TKT2E,"Boysenberry, SunBear"
1TKUE8,"SpanishCrimson, MacaroniPenguin"
1TKVYO,"Mandarin, Jackal"
1TL11B,"Folly, WildBoar"
1TL13X,"Ecru, Octopus"
1TL6AT,"Avocado, FireBelliedToad"
1TL8T8,"Teal, Yak"
1TL90F,"Chestnut, LeastWeasel"
1TL9M0,"DeepPuce, LeopardShark"
1TLAH9,"Champagne, ChineseCrestedDog"
1TLB57,"OldMossGreen, Hamster"
1TLC9F,"JapaneseViolet, Coral"
